"year","month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct","weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted","arr_delay","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
2022,10,"F9","Frontier Airlines","TTN","Trenton, NJ: Trenton Mercer",159,31,11.95,0,0.47,0,18.58,1,0,3005,830,0,41,0,2134
2022,10,"F9","Frontier Airlines","TYS","Knoxville, TN: McGhee Tyson",18,6,2.86,0,1.92,0,1.23,0,0,241,88,0,57,0,96
2022,10,"F9","Frontier Airlines","XNA","Fayetteville, AR: Northwest Arkansas National",27,13,5.28,0,3.54,0,4.18,1,0,555,209,0,130,0,216
2022,9,"F9","Frontier Airlines","ABQ","Albuquerque, NM: Albuquerque International Sunport",9,2,0.11,0,1.18,0,0.71,0,0,59,3,0,34,0,22
2022,9,"F9","Frontier Airlines","ALB","Albany, NY: Albany International",22,5,1.94,0,1.06,0,2,0,0,186,93,0,36,0,57
2022,9,"F9","Frontier Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",789,240,57.1,1.37,81.3,0,100.24,20,1,16982,5562,62,3682,0,7676
2022,9,"F9","Frontier Airlines","AUS","Austin, TX: Austin - Bergstrom International",41,12,6.85,0,0,0,5.15,0,0,901,528,0,0,0,373
2022,9,"F9","Frontier Airlines","BDL","Hartford, CT: Bradley International",124,47,19.72,2.77,15.92,0,8.59,3,0,2959,1258,255,712,0,734
2022,9,"F9","Frontier Airlines","BIS","Bismarck/Mandan, ND: Bismarck Municipal",9,1,0.03,0,0,0,0.97,0,0,117,4,0,0,0,113
2022,9,"F9","Frontier Airlines","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,9,"F9","Frontier Airlines","BNA","Nashville, TN: Nashville International",108,21,8.72,0,9.93,0,2.36,2,0,1147,615,0,366,0,166
2022,9,"F9","Frontier Airlines","BOS","Boston, MA: Logan International",36,4,2.37,0,1,0,0.63,3,0,111,60,0,25,0,26
2022,9,"F9","Frontier Airlines","BQN","Aguadilla, PR: Rafael Hernandez",24,2,0.19,0,1.3,0,0.52,5,0,181,10,0,143,0,28
2022,9,"F9","Frontier Airlines","BTV","Burlington, VT: Burlington International",9,2,0.94,0,1.06,0,0,0,0,53,15,0,38,0,0
2022,9,"F9","Frontier Airlines","BUF","Buffalo, NY: Buffalo Niagara International",151,33,15.95,1.27,11.31,0,4.47,4,0,2342,1148,122,612,0,460
2022,9,"F9","Frontier Airlines","BUR","Burbank, CA: Bob Hope",17,3,2.4,0,0.6,0,0,0,0,100,73,0,27,0,0
2022,9,"F9","Frontier Airlines","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",170,56,24.87,1.79,12.81,0,16.53,9,0,3117,1269,126,569,0,1153
2022,9,"F9","Frontier Airlines","CHS","Charleston, SC: Charleston AFB/International",13,6,4,0,1,0,1,1,0,411,197,0,38,0,176
2022,9,"F9","Frontier Airlines","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",17,1,0,0,1,0,0,0,0,18,0,0,18,0,0
2022,9,"F9","Frontier Airlines","CLE","Cleveland, OH: Cleveland-Hopkins International",258,66,26.83,1,14.72,0,23.45,23,0,4640,1934,38,784,0,1884
2022,9,"F9","Frontier Airlines","CLT","Charlotte, NC: Charlotte Douglas International",138,25,9.61,0.62,9.42,0,5.35,5,0,2124,1066,34,374,0,650
2022,9,"F9","Frontier Airlines","CMH","Columbus, OH: John Glenn Columbus International",30,4,1.74,0,1.29,0,0.97,1,0,181,54,0,33,0,94
2022,9,"F9","Frontier Airlines","COS","Colorado Springs, CO: City of Colorado Springs Municipal",38,9,3.57,0,2.36,0,3.07,1,0,443,137,0,82,0,224
2022,9,"F9","Frontier Airlines","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",284,73,35.18,2.54,19.45,0,15.83,16,1,5382,2557,105,941,0,1779
2022,9,"F9","Frontier Airlines","DCA","Washington, DC: Ronald Reagan Washington National",90,14,6.21,0,2.63,0,5.15,1,0,1108,495,0,151,0,462
2022,9,"F9","Frontier Airlines","DEN","Denver, CO: Denver International",2084,414,107.53,5.93,148.02,0,152.52,24,4,28237,8539,306,5409,0,13983
2022,9,"F9","Frontier Airlines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",427,113,33.74,0.65,34.11,0,44.49,8,1,6588,1886,90,1364,0,3248
2022,9,"F9","Frontier Airlines","DSM","Des Moines, IA: Des Moines International",27,5,1.64,0,2.48,0,0.88,0,0,400,151,0,151,0,98
2022,9,"F9","Frontier Airlines","DTW","Detroit, MI: Detroit Metro Wayne County",109,26,13.79,0.88,4.98,0,6.35,5,0,1873,999,28,161,0,685
2022,9,"F9","Frontier Airlines","ELP","El Paso, TX: El Paso International",41,12,8.01,0,2.69,0,1.3,1,0,507,354,0,94,0,59
2022,9,"F9","Frontier Airlines","FAR","Fargo, ND: Hector International",17,6,3.06,0,0.86,0,2.08,0,0,511,182,0,37,0,292
2022,9,"F9","Frontier Airlines","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",98,30,7.92,0,10.39,0,11.69,3,0,1722,342,0,434,0,946
2022,9,"F9","Frontier Airlines","FSD","Sioux Falls, SD: Joe Foss Field",25,8,5.81,0,1.19,0,1,0,0,394,337,0,27,0,30
2022,9,"F9","Frontier Airlines","GEG","Spokane, WA: Spokane International",9,2,1.33,0,0,0,0.67,0,0,83,71,0,0,0,12
2022,9,"F9","Frontier Airlines","GRB","Green Bay, WI: Green Bay Austin Straubel International",13,2,0.13,0,1.87,0,0,0,0,65,2,0,63,0,0
2022,9,"F9","Frontier Airlines","GRR","Grand Rapids, MI: Gerald R. Ford International",46,6,3.82,0,2.18,0,0,1,0,227,128,0,99,0,0
2022,9,"F9","Frontier Airlines","HOU","Houston, TX: William P Hobby",61,13,4.7,1.35,5.35,0,1.6,2,0,1565,174,112,325,0,954
2022,9,"F9","Frontier Airlines","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,9,"F9","Frontier Airlines","IAH","Houston, TX: George Bush Intercontinental/Houston",148,30,10.77,0.93,9.43,0,8.86,3,0,1371,503,70,366,0,432
2022,9,"F9","Frontier Airlines","IND","Indianapolis, IN: Indianapolis International",71,19,7.22,0.1,5.49,0,6.18,1,0,918,295,9,213,0,401
2022,9,"F9","Frontier Airlines","ISP","Islip, NY: Long Island MacArthur",84,24,7.34,0.84,7.09,0,8.73,8,0,1926,590,67,349,0,920
2022,9,"F9","Frontier Airlines","JAX","Jacksonville, FL: Jacksonville International",42,5,1.67,0,1,0,2.33,3,0,262,120,0,17,0,125
2022,9,"F9","Frontier Airlines","LAS","Las Vegas, NV: McCarran International",1694,509,129.98,3.01,183.62,0,192.39,35,4,42477,14539,230,8176,0,19532
2022,9,"F9","Frontier Airlines","LGA","New York, NY: LaGuardia",90,40,18.12,1.25,15.8,0,4.83,3,1,2778,1218,233,792,0,535
2022,9,"F9","Frontier Airlines","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",22,1,0.74,0,0.19,0,0.07,0,0,43,32,0,8,0,3
2022,9,"F9","Frontier Airlines","MCI","Kansas City, MO: Kansas City International",56,19,5.02,0,10.84,0,3.13,0,0,990,278,0,453,0,259
2022,9,"F9","Frontier Airlines","MCO","Orlando, FL: Orlando International",1329,366,125.36,4.01,113.86,0,122.77,154,3,29195,12592,128,5566,0,10909
2022,9,"F9","Frontier Airlines","MDT","Harrisburg, PA: Harrisburg International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,9,"F9","Frontier Airlines","MDW","Chicago, IL: Chicago Midway International",302,66,24.13,0.27,23.75,0,17.85,9,0,4623,1326,18,823,0,2456
2022,9,"F9","Frontier Airlines","MEM","Memphis, TN: Memphis International",34,10,3.53,0.08,2.3,0,4.08,1,0,603,257,6,112,0,228
2022,9,"F9","Frontier Airlines","MIA","Miami, FL: Miami International",178,59,23.54,1,16.04,0,18.41,5,0,4355,2563,36,632,0,1124
2022,9,"F9","Frontier Airlines","MKE","Milwaukee, WI: General Mitchell International",46,13,6.96,0,4.9,0,1.14,2,0,792,448,0,271,0,73
2022,9,"F9","Frontier Airlines","MSN","Madison, WI: Dane County Regional-Truax Field",17,8,3.24,0,2.57,0,2.2,0,0,321,117,0,66,0,138
2022,9,"F9","Frontier Airlines","MSO","Missoula, MT: Missoula International",9,2,1,0,0,0,1,0,0,105,60,0,0,0,45
2022,9,"F9","Frontier Airlines","MSP","Minneapolis, MN: Minneapolis-St Paul International",51,17,7.79,0,3.01,0,6.19,1,0,882,398,0,97,0,387
2022,9,"F9","Frontier Airlines","MSY","New Orleans, LA: Louis Armstrong New Orleans International",69,24,12.26,0.7,5.26,0,5.79,3,0,1581,801,76,308,0,396
2022,9,"F9","Frontier Airlines","MYR","Myrtle Beach, SC: Myrtle Beach International",4,2,0.69,0,1.31,0,0,0,0,41,11,0,30,0,0
2022,9,"F9","Frontier Airlines","OAK","Oakland, CA: Metropolitan Oakland International",42,7,3.99,0.06,0.79,0,2.16,0,0,349,158,4,44,0,143
2022,9,"F9","Frontier Airlines","OKC","Oklahoma City, OK: Will Rogers World",22,8,4.62,0,2.5,0,0.88,1,0,442,316,0,93,0,33
2022,9,"F9","Frontier Airlines","OMA","Omaha, NE: Eppley Airfield",38,8,3.03,0,1.38,0,3.59,2,0,458,157,0,32,0,269
2022,9,"F9","Frontier Airlines","ONT","Ontario, CA: Ontario International",209,52,24.2,2.45,13.44,0,11.91,4,0,4371,1704,224,719,0,1724
2022,9,"F9","Frontier Airlines","ORD","Chicago, IL: Chicago O'Hare International",55,10,3.45,0,1.89,0,4.67,5,0,530,193,0,82,0,255
2022,9,"F9","Frontier Airlines","ORF","Norfolk, VA: Norfolk International",43,10,2.8,2.09,3.55,0,1.57,3,0,583,171,179,130,0,103
2022,9,"F9","Frontier Airlines","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",14,3,1.35,0,1.1,0,0.55,0,0,99,54,0,23,0,22
2022,9,"F9","Frontier Airlines","PDX","Portland, OR: Portland International",63,9,5.33,0.72,0.82,0,2.13,1,0,596,243,13,60,0,280
2022,9,"F9","Frontier Airlines","PHL","Philadelphia, PA: Philadelphia International",779,182,57.32,5.16,40.54,0,78.98,44,1,14340,4436,190,2105,0,7609
2022,9,"F9","Frontier Airlines","PHX","Phoenix, AZ: Phoenix Sky Harbor International",351,91,30.98,3.02,25.38,0,31.62,6,0,5471,1704,281,1105,0,2381
2022,9,"F9","Frontier Airlines","PIT","Pittsburgh, PA: Pittsburgh International",24,5,3.05,0,1.18,0,0.78,1,0,280,179,0,55,0,46
2022,9,"F9","Frontier Airlines","PNS","Pensacola, FL: Pensacola International",17,1,0,0,1,0,0,0,0,26,0,0,26,0,0
2022,9,"F9","Frontier Airlines","PVD","Providence, RI: Theodore Francis Green State",28,4,2.86,0,0.14,0,1,2,0,289,148,0,8,0,133
2022,9,"F9","Frontier Airlines","PWM","Portland, ME: Portland International Jetport",5,1,0,0,0.79,0,0.21,0,0,53,0,0,42,0,11
2022,9,"F9","Frontier Airlines","RDU","Raleigh/Durham, NC: Raleigh-Durham International",274,55,21.96,0,16.58,0,16.45,14,0,3599,1209,0,539,0,1851
2022,9,"F9","Frontier Airlines","RNO","Reno, NV: Reno/Tahoe International",13,4,0.4,0,1.23,0,2.36,0,0,204,33,0,32,0,139
2022,9,"F9","Frontier Airlines","ROC","Rochester, NY: Greater Rochester International",29,5,2.49,0,0.91,0,1.6,2,0,159,69,0,43,0,47
2022,9,"F9","Frontier Airlines","RSW","Fort Myers, FL: Southwest Florida International",103,16,5.76,0,7.62,0,2.62,13,1,1342,630,0,345,0,367
2022,9,"F9","Frontier Airlines","SAN","San Diego, CA: San Diego International",176,43,19.12,1.81,13.04,0,9.03,3,1,4795,2230,162,1687,0,716
2022,9,"F9","Frontier Airlines","SAT","San Antonio, TX: San Antonio International",95,14,8.69,0,1.7,0,3.61,5,0,892,551,0,52,0,289
2022,9,"F9","Frontier Airlines","SAV","Savannah, GA: Savannah/Hilton Head International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,9,"F9","Frontier Airlines","SDF","Louisville, KY: Louisville Muhammad Ali International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,9,"F9","Frontier Airlines","SEA","Seattle, WA: Seattle/Tacoma International",52,12,5.98,1.87,1.2,0,2.95,0,0,715,484,64,28,0,139
2022,9,"F9","Frontier Airlines","SFO","San Francisco, CA: San Francisco International",260,77,31.24,2.95,17.84,0,24.97,4,0,5417,1870,200,1082,0,2265
2022,9,"F9","Frontier Airlines","SJU","San Juan, PR: Luis Munoz Marin International",241,66,34.07,4.15,11.97,0,15.81,26,1,3700,1760,278,465,0,1197
2022,9,"F9","Frontier Airlines","SLC","Salt Lake City, UT: Salt Lake City International",103,35,11.48,0.5,11.34,0,11.69,1,0,1861,357,59,393,0,1052
2022,9,"F9","Frontier Airlines","SMF","Sacramento, CA: Sacramento International",42,17,8.69,1,5.53,0,1.78,0,0,662,344,47,163,0,108
2022,9,"F9","Frontier Airlines","SNA","Santa Ana, CA: John Wayne Airport-Orange County",89,20,10.77,1,6.76,0,1.47,2,0,1035,648,23,244,0,120
2022,9,"F9","Frontier Airlines","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",5,1,0,0,1,0,0,0,0,42,0,0,42,0,0
2022,9,"F9","Frontier Airlines","STL","St. Louis, MO: St Louis Lambert International",123,42,17.35,1,8.36,0,15.29,3,0,2808,1466,19,325,0,998
2022,9,"F9","Frontier Airlines","STT","Charlotte Amalie, VI: Cyril E King",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,9,"F9","Frontier Airlines","SWF","Newburgh/Poughkeepsie, NY: New York Stewart International",30,8,2.93,0,1.87,0,3.2,2,0,508,201,0,123,0,184
2022,9,"F9","Frontier Airlines","SYR","Syracuse, NY: Syracuse Hancock International",35,5,2.07,0,0.07,0,2.86,2,0,222,68,0,7,0,147
2022,9,"F9","Frontier Airlines","TPA","Tampa, FL: Tampa International",333,91,22.83,1.86,25.6,0,40.71,37,1,7461,1530,79,1107,0,4745
2022,9,"F9","Frontier Airlines","TTN","Trenton, NJ: Trenton Mercer",156,30,10.03,1.46,5.82,0,12.68,14,0,2169,499,101,305,0,1264
2022,9,"F9","Frontier Airlines","TYS","Knoxville, TN: McGhee Tyson",17,4,2.64,0,0.24,0,1.13,0,0,220,162,0,4,0,54
2022,9,"F9","Frontier Airlines","XNA","Fayetteville, AR: Northwest Arkansas Regional",26,9,0.85,0.95,2.6,0,4.61,1,0,537,29,54,87,0,367
2022,8,"F9","Frontier Airlines","ABQ","Albuquerque, NM: Albuquerque International Sunport",8,2,0,0,0.69,0,1.31,0,0,41,0,0,15,0,26
2022,8,"F9","Frontier Airlines","ALB","Albany, NY: Albany International",27,5,1.51,0.32,2.05,0,1.12,0,0,296,116,41,109,0,30
2022,8,"F9","Frontier Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",754,243,74.43,6.75,70.93,0,90.89,10,1,19129,5735,530,3881,0,8983
2022,8,"F9","Frontier Airlines","AUS","Austin, TX: Austin - Bergstrom International",33,8,3.01,0,2.69,0,2.31,1,0,416,127,0,125,0,164
2022,8,"F9","Frontier Airlines","BDL","Hartford, CT: Bradley International",152,64,20.27,2.99,24.39,0,16.36,1,0,5098,1715,282,1454,0,1647
2022,8,"F9","Frontier Airlines","BIS","Bismarck/Mandan, ND: Bismarck Municipal",8,3,1,0,0,0,2,0,0,152,55,0,0,0,97
2022,8,"F9","Frontier Airlines","BKG","Branson, MO: Branson Airport",5,3,2.09,0,0,0,0.91,0,0,162,131,0,0,0,31
2022,8,"F9","Frontier Airlines","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",10,1,0.14,0,0.16,0,0.69,0,0,49,7,0,8,0,34
2022,8,"F9","Frontier Airlines","BNA","Nashville, TN: Nashville International",89,19,7.77,0.33,4.54,0,6.36,0,0,1354,526,22,257,0,549
2022,8,"F9","Frontier Airlines","BOS","Boston, MA: Logan International",41,15,4.52,0,9.54,0,0.94,2,0,774,295,0,294,0,185
2022,8,"F9","Frontier Airlines","BQN","Aguadilla, PR: Rafael Hernandez",18,8,4.85,0,1.69,0,1.47,0,0,560,469,0,53,0,38
2022,8,"F9","Frontier Airlines","BTV","Burlington, VT: Burlington International",9,1,1,0,0,0,0,0,0,49,49,0,0,0,0
2022,8,"F9","Frontier Airlines","BUF","Buffalo, NY: Buffalo Niagara International",149,39,18.69,4.15,9.31,0,6.85,1,0,2412,1191,293,299,0,629
2022,8,"F9","Frontier Airlines","BUR","Burbank, CA: Bob Hope",17,2,1,0,1,0,0,0,0,46,23,0,23,0,0
2022,8,"F9","Frontier Airlines","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",166,59,17.09,2.24,19.86,0,19.81,1,0,4085,1686,129,921,0,1349
2022,8,"F9","Frontier Airlines","CHS","Charleston, SC: Charleston AFB/International",14,2,0.81,0,1.19,0,0,1,0,180,94,0,86,0,0
2022,8,"F9","Frontier Airlines","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,"F9","Frontier Airlines","CLE","Cleveland, OH: Cleveland-Hopkins International",260,77,32.34,4.27,22.57,0,17.82,3,2,5524,2092,235,1164,0,2033
2022,8,"F9","Frontier Airlines","CLT","Charlotte, NC: Charlotte Douglas International",160,39,19.63,2.24,4.21,0,12.92,2,0,2406,1130,125,215,0,936
2022,8,"F9","Frontier Airlines","CMH","Columbus, OH: John Glenn Columbus International",34,11,4.52,0,5.48,0,1,0,0,593,411,0,115,0,67
2022,8,"F9","Frontier Airlines","COS","Colorado Springs, CO: City of Colorado Springs Municipal",36,10,1.93,0,2.15,0,5.92,1,0,581,107,0,136,0,338
2022,8,"F9","Frontier Airlines","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",290,62,24.34,1.1,14.69,0,21.86,1,1,5049,2339,123,842,0,1745
2022,8,"F9","Frontier Airlines","DCA","Washington, DC: Ronald Reagan Washington National",91,25,6.92,0,8.77,0,9.31,2,1,2595,820,0,884,0,891
2022,8,"F9","Frontier Airlines","DEN","Denver, CO: Denver International",2021,438,117.82,13.81,112.84,0,193.52,21,5,37099,8063,1737,5468,0,21831
2022,8,"F9","Frontier Airlines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",402,132,30.46,2.96,63.28,0,35.3,5,6,10229,3071,1049,3225,0,2884
2022,8,"F9","Frontier Airlines","DRO","Durango, CO: Durango La Plata County",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,"F9","Frontier Airlines","DSM","Des Moines, IA: Des Moines International",28,9,2.13,0,5.17,0,1.7,0,0,331,97,0,161,0,73
2022,8,"F9","Frontier Airlines","DTW","Detroit, MI: Detroit Metro Wayne County",110,27,16.61,0.94,3.91,0,5.53,1,0,1184,674,48,164,0,298
2022,8,"F9","Frontier Airlines","ELP","El Paso, TX: El Paso International",31,7,2.56,0,1.65,0,2.79,0,0,310,98,0,56,0,156
2022,8,"F9","Frontier Airlines","FAR","Fargo, ND: Hector International",18,8,0.75,0,3.39,0,3.86,0,0,406,38,0,113,0,255
2022,8,"F9","Frontier Airlines","FCA","Kalispell, MT: Glacier Park International",2,1,1,0,0,0,0,0,0,22,22,0,0,0,0
2022,8,"F9","Frontier Airlines","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",97,25,5.36,0.52,5.57,0,13.55,1,0,3441,521,48,226,0,2646
2022,8,"F9","Frontier Airlines","FSD","Sioux Falls, SD: Joe Foss Field",25,9,3.84,0,2.71,0,2.46,0,0,436,154,0,126,0,156
2022,8,"F9","Frontier Airlines","GEG","Spokane, WA: Spokane International",9,7,3.36,0,1.2,0,2.44,0,0,414,211,0,56,0,147
2022,8,"F9","Frontier Airlines","GJT","Grand Junction, CO: Grand Junction Regional",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,"F9","Frontier Airlines","GRB","Green Bay, WI: Green Bay Austin Straubel International",13,2,0,0,0,0,2,0,0,95,0,0,0,0,95
2022,8,"F9","Frontier Airlines","GRR","Grand Rapids, MI: Gerald R. Ford International",43,8,4.47,0,0.58,0,2.95,0,0,516,227,0,57,0,232
2022,8,"F9","Frontier Airlines","HOU","Houston, TX: William P Hobby",34,12,2.48,0.96,4.86,0,3.7,0,0,628,116,43,174,0,295
2022,8,"F9","Frontier Airlines","HRL","Harlingen/San Benito, TX: Valley International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,"F9","Frontier Airlines","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,"F9","Frontier Airlines","IAH","Houston, TX: George Bush Intercontinental/Houston",124,33,14.5,0.8,12.15,0,5.54,0,0,2936,1397,24,763,0,752
2022,8,"F9","Frontier Airlines","IND","Indianapolis, IN: Indianapolis International",61,20,9.06,3.06,2.66,0,5.22,1,1,1079,504,208,137,0,230
2022,8,"F9","Frontier Airlines","ISP","Islip, NY: Long Island MacArthur",122,38,15.33,5.38,6.47,0,10.82,0,0,2602,1359,276,296,0,671
2022,8,"F9","Frontier Airlines","JAX","Jacksonville, FL: Jacksonville International",44,4,2.9,0,0.1,0,1,1,0,326,246,0,10,0,70
2022,8,"F9","Frontier Airlines","LAS","Las Vegas, NV: McCarran International",1495,499,110.04,8.28,188.92,0,191.77,13,4,38304,8560,1989,11659,0,16096
2022,8,"F9","Frontier Airlines","LGA","New York, NY: LaGuardia",93,35,12.18,1.43,16.91,0,4.48,4,1,2807,857,238,1325,0,387
2022,8,"F9","Frontier Airlines","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",21,5,1.18,0,1.6,0,2.22,1,0,589,168,0,78,0,343
2022,8,"F9","Frontier Airlines","MCI","Kansas City, MO: Kansas City International",55,18,4.62,0.98,3.75,0,8.65,0,0,1414,443,139,117,0,715
2022,8,"F9","Frontier Airlines","MCO","Orlando, FL: Orlando International",1396,392,127.81,5.93,109.34,0,148.92,8,12,38611,11266,1870,8096,0,17379
2022,8,"F9","Frontier Airlines","MDT","Harrisburg, PA: Harrisburg International",8,3,1.65,0,0.47,0,0.88,0,0,237,91,0,23,0,123
2022,8,"F9","Frontier Airlines","MDW","Chicago, IL: Chicago Midway International",269,71,35.38,0,19.61,0,16.01,1,1,3455,1528,0,957,0,970
2022,8,"F9","Frontier Airlines","MEM","Memphis, TN: Memphis International",33,9,2.3,1.96,3.74,0,1,0,0,380,112,131,105,0,32
2022,8,"F9","Frontier Airlines","MIA","Miami, FL: Miami International",199,62,21.75,1.02,9.23,0,30,1,0,5268,1913,56,402,0,2897
2022,8,"F9","Frontier Airlines","MKE","Milwaukee, WI: General Mitchell International",34,11,5.56,0,2.59,0,2.84,0,0,562,250,0,155,0,157
2022,8,"F9","Frontier Airlines","MSN","Madison, WI: Dane County Regional-Truax Field",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,"F9","Frontier Airlines","MSO","Missoula, MT: Missoula International",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,"F9","Frontier Airlines","MSP","Minneapolis, MN: Minneapolis-St Paul International",45,12,8.42,0,2.46,0,1.12,1,0,761,540,0,107,0,114
2022,8,"F9","Frontier Airlines","MSY","New Orleans, LA: Louis Armstrong New Orleans International",86,22,10.06,2,4.68,0,5.26,1,0,1562,929,123,240,0,270
2022,8,"F9","Frontier Airlines","MYR","Myrtle Beach, SC: Myrtle Beach International",20,2,0.26,0,0,0,1.74,0,0,73,8,0,0,0,65
2022,8,"F9","Frontier Airlines","OAK","Oakland, CA: Metropolitan Oakland International",49,8,2.68,0,1.95,0,3.37,0,0,680,121,0,49,0,510
2022,8,"F9","Frontier Airlines","OKC","Oklahoma City, OK: Will Rogers World",18,3,1.91,1,0,0,0.09,1,0,940,838,97,0,0,5
2022,8,"F9","Frontier Airlines","OMA","Omaha, NE: Eppley Airfield",30,5,2.71,0,1.46,0,0.83,0,0,503,121,0,115,0,267
2022,8,"F9","Frontier Airlines","ONT","Ontario, CA: Ontario International",175,47,15.71,4.36,14.98,0,11.95,1,0,2942,941,380,640,0,981
2022,8,"F9","Frontier Airlines","ORD","Chicago, IL: Chicago O'Hare International",32,8,4,0,3,0,1,0,0,1260,962,0,203,0,95
2022,8,"F9","Frontier Airlines","ORF","Norfolk, VA: Norfolk International",40,6,2.89,0.25,1.06,0,1.79,1,0,497,175,18,95,0,209
2022,8,"F9","Frontier Airlines","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",17,3,1.98,0,1.02,0,0,0,0,293,263,0,30,0,0
2022,8,"F9","Frontier Airlines","PDX","Portland, OR: Portland International",56,16,7.09,1,2.4,0,5.51,0,0,1075,605,34,61,0,375
2022,8,"F9","Frontier Airlines","PHL","Philadelphia, PA: Philadelphia International",820,244,79.12,12.32,62,0,90.56,13,0,23924,9243,733,3341,0,10607
2022,8,"F9","Frontier Airlines","PHX","Phoenix, AZ: Phoenix Sky Harbor International",337,101,30.21,4.95,30.53,0,35.31,3,0,7470,2653,333,1294,0,3190
2022,8,"F9","Frontier Airlines","PIT","Pittsburgh, PA: Pittsburgh International",16,3,1,0,1,0,1,1,0,166,77,0,15,0,74
2022,8,"F9","Frontier Airlines","PNS","Pensacola, FL: Pensacola International",17,1,1,0,0,0,0,0,0,26,26,0,0,0,0
2022,8,"F9","Frontier Airlines","PVD","Providence, RI: Theodore Francis Green State",49,4,1.05,0,2,0,0.95,0,0,139,60,0,60,0,19
2022,8,"F9","Frontier Airlines","PWM","Portland, ME: Portland International Jetport",13,2,0.03,0,0.9,0,1.07,0,0,126,2,0,47,0,77
2022,8,"F9","Frontier Airlines","RDU","Raleigh/Durham, NC: Raleigh-Durham International",346,89,34.34,3.11,23.62,0,27.93,4,0,6006,1943,192,1806,0,2065
2022,8,"F9","Frontier Airlines","RNO","Reno, NV: Reno/Tahoe International",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,"F9","Frontier Airlines","ROC","Rochester, NY: Greater Rochester International",30,8,5.32,0,1.94,0,0.75,0,0,365,226,0,103,0,36
2022,8,"F9","Frontier Airlines","RSW","Fort Myers, FL: Southwest Florida International",106,20,4.62,0.98,6.25,0,8.15,1,0,1691,192,56,600,0,843
2022,8,"F9","Frontier Airlines","SAN","San Diego, CA: San Diego International",163,54,17.71,0,17.16,0,19.13,3,0,5345,1131,0,860,0,3354
2022,8,"F9","Frontier Airlines","SAT","San Antonio, TX: San Antonio International",94,23,10.7,0,4.43,0,7.87,2,0,1532,675,0,266,0,591
2022,8,"F9","Frontier Airlines","SAV","Savannah, GA: Savannah/Hilton Head International",8,4,2.95,0,0.16,0,0.89,0,0,477,312,0,17,0,148
2022,8,"F9","Frontier Airlines","SDF","Louisville, KY: Louisville Muhammad Ali International",9,1,0.93,0,0.07,0,0,0,0,27,25,0,2,0,0
2022,8,"F9","Frontier Airlines","SEA","Seattle, WA: Seattle/Tacoma International",40,6,1.4,1,0.6,0,3,0,0,434,86,44,21,0,283
2022,8,"F9","Frontier Airlines","SFO","San Francisco, CA: San Francisco International",170,40,18.54,1,6.41,0,14.05,1,0,2996,1823,97,226,0,850
2022,8,"F9","Frontier Airlines","SJU","San Juan, PR: Luis Munoz Marin International",305,102,43.39,5.37,31.79,0,21.45,3,0,7404,3928,244,1430,0,1802
